,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
3454,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Konna,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027904,2013-01-12,MLI478,478,Battles,1,2,8,2,28,466,MLI,14.9462,Kona,-3.8931,The Islamists shot down a French helicopter. The pilot died of his wounds.,Western Africa,AP,International,Armed clash,1,1585692283,2013
3455,Military Forces of France (2012-2017),Civilians (Mali),Tombouctou,Niafunke,Lere,,,Mali,7027905,2013-01-12,MLI480,480,Explosions/Remote violence,0,1,8,7,78,466,MLI,15.7118,Lere,-4.9118,"French troops bombed Lere, a border town next to Mauritania.",Western Africa,AP,International,Remote explosive/landmine/IED,1,1585692283,2013
3456,Military Forces of France (2012-2017),,Bamako,Bamako,Bamako,,,Mali,7027906,2013-01-12,MLI479,479,Strategic developments,0,1,8,0,80,466,MLI,12.6500,Bamako,-8.0000,French troops establish a base in the capital to secure it from rebel advances.,Western Africa,AP,International,Headquarters or base established,1,1585692283,2013
3457,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,5281561,2013-01-11,MLI474,474,Strategic developments,0,1,1,7,17,466,MLI,14.9462,Kona,-3.8931,Malian troops carried out arbitrary arrests on 24 civilians in Kona.,Western Africa,AP,International,Arrests,1,1561469185,2013
3458,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Konna,Military Forces of France (2012-2017),,Mali,7027908,2013-01-11,MLI468,468,Battles,0,1,1,2,12,466,MLI,14.9462,Kona,-3.8931,"Military forces of Mali launch their first offensive with French help, they clashed with Ansar Dine and regained Kona.",Western Africa,AFP,International,Government regains territory,1,1585692283,2013
3459,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Mopti Commune,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027909,2013-01-11,MLI470,470,Explosions/Remote violence,0,2,8,2,28,466,MLI,14.4891,Mopti,-4.1928,"French pilots targeted a column of jihadist fighters travelling in pickup trucks, who were heading down toward Mopti from Konna. He said that the helicopter raid led to the destruction of several units of fighters and stopped their advance toward the city.",Western Africa,AP,International,Air/drone strike,1,1585692283,2013
3460,Military Forces of France (2012-2017),Ansar Dine,Mopti,Mopti,Mopti Commune,,MUJAO: Movement for Unity and Jihad in West Africa,Mali,7027910,2013-01-11,MLI471,471,Battles,0,2,8,2,28,466,MLI,14.4891,Mopti,-4.1928,French troops begin military operations in central Mali to assist the Malian army defeat the rebels.,Western Africa,AP,International,Armed clash,1,1585692283,2013
3461,Military Forces of France (2012-2017),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,7027911,2013-01-11,MLI472,472,Explosions/Remote violence,1,1,8,7,78,466,MLI,14.9462,Kona,-3.8931,A mechanic cycling in the city was killed during the French airstrikes in Kona.,Western Africa,AP,International,Air/drone strike,1,1585692283,2013
3462,Military Forces of France (2012-2017),Civilians (Mali),Mopti,Mopti,Konna,,,Mali,7027912,2013-01-11,MLI473,473,Explosions/Remote violence,4,1,8,7,78,466,MLI,14.9462,Kona,-3.8931,Three women and one child died in French airstrikes in Kona.,Western Africa,AP,International,Air/drone strike,1,1585692283,2013
3463,Government of Mali (2012-2013),,Bamako,Bamako,Bamako,,,Mali,6705124,2013-01-11,MLI469,469,Strategic developments,0,1,1,0,10,466,MLI,12.6500,Bamako,-8.0000,"Security Measures: Government of Mali declared a state of emergency and announced backing for an offensive from France, Nigeria and Senegal.",Western Africa,AFP,International,Change to group/activity,1,1578503458,2013
3464,Ansar Dine,Civilians (Mali),Mopti,Mopti,Konna,,,Mali,4914441,2013-01-10,MLI465,465,Violence against civilians,7,1,2,7,27,466,MLI,14.9462,Kona,-3.8931,Ansar Dine killed 7 civilians in Kona during their take over of the town.,Western Africa,All Africa,Regional,Attack,1,1552577498,2013
3465,Military Forces of Mali (2012-2013),MUJAO: Movement for Unity and Jihad in West Africa,Mopti,Douentza,Douentza Commune,,,Mali,5281550,2013-01-10,MLI461,461,Battles,0,1,1,2,12,466,MLI,14.9951,Douentza,-2.9517,Malian forces seized control of Douentza following a long occupation by rebels.,Western Africa,AFP,International,Government regains territory,1,1561469185,2013
3466,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Bandiagara,Pignari,,,Mali,5281551,2013-01-10,MLI462,462,Battles,0,1,1,2,12,466,MLI,14.3054,Koko,-3.8495,"Military forces of Mali clashed with Ansar Dine in Koko, near Kona.",Western Africa,AFP,International,Armed clash,1,1561469185,2013
3467,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Mopti Commune,,,Mali,5281552,2013-01-10,MLI463,463,Battles,0,2,1,2,12,466,MLI,14.4891,Mopti,-4.1928,Military forces of Mali clashed with Ansar Dine around Mopti.,Western Africa,AFP,International,Armed clash,1,1561469185,2013
3468,Ansar Dine,Military Forces of Mali (2012-2013),Mopti,Mopti,Konna,,,Mali,5281553,2013-01-10,MLI464,464,Battles,0,1,2,1,12,466,MLI,14.9462,Kona,-3.8931,Ansar Dine gain control of Kona following clashes with Malian Troops.,Western Africa,AFP,International,Non-state actor overtakes territory,1,1561469185,2013
3469,Military Forces of Mali (2012-2013),Civilians (Mali),Mopti,Mopti,Mopti Commune,,,Mali,5566899,2013-01-10,MLI466,466,Violence against civilians,0,1,1,7,17,466,MLI,14.4891,Mopti,-4.1928,Malian troops carried out summary executions in Mopti.,Western Africa,International Federation for Human Rights,Other,Attack,1,1563305275,2013
3470,Military Forces of Mali (2012-2013),Civilians (Mali),Segou,Niono,Niono,,,Mali,5566900,2013-01-10,MLI467,467,Violence against civilians,0,1,1,7,17,466,MLI,14.2526,Niono,-5.9930,Malian troops carried out summary executions in Niono.,Western Africa,International Federation for Human Rights,Other,Attack,1,1563305275,2013
3471,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Mopti Commune,,,Mali,5281546,2013-01-09,MLI457,457,Battles,0,2,1,2,12,466,MLI,14.4891,Mopti,-4.1928,Military forces of Mali clashed with Ansar Dine around Mopti. Heavy fighting took place through the night and the army pushed back the rebels.,Western Africa,AFP,International,Government regains territory,1,1561469185,2013
3472,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Konna,,,Mali,5281547,2013-01-09,MLI458,458,Battles,0,1,1,2,12,466,MLI,14.9462,Kona,-3.8931,Malian soldiers begin retreating from Kona amid clashed with Ansar Dine.,Western Africa,AFP,International,Non-state actor overtakes territory,1,1561469185,2013
3473,Protesters (Mali),,Koulikoro,Kati,Kati Commune,,,Mali,5281549,2013-01-09,MLI460,460,Protests,0,1,6,0,60,466,MLI,12.7482,Kati,-8.0722,"Protesters march in Kati, calling for the liberation of the north and the resignation of Malis interim president.",Western Africa,AFP,International,Peaceful protest,1,1561469185,2013
3474,Protesters (Mali),,Bamako,Bamako,Bamako,,,Mali,6705140,2013-01-09,MLI459,459,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,"Protesters march in Bamako, calling for the liberation of the north and the resignation of Malis interim president.",Western Africa,AFP,International,Peaceful protest,1,1578503458,2013
3475,Military Forces of Mali (2012-2013),Ansar Dine,Kayes,Kenieba,Sagalo,,,Mali,4914595,2013-01-08,MLI456,456,Battles,0,1,1,2,12,466,MLI,12.0167,Kounta,-10.6500,Military forces of Mali clashed with Ansar Dine in Kounta.,Western Africa,All Africa,Regional,Armed clash,1,1552577498,2013
3476,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Konna,,,Mali,5281542,2013-01-07,MLI452,452,Battles,0,1,1,2,12,466,MLI,14.9462,Kona,-3.8931,Malian soldiers fired warning shots at Islamist fighters overnight amid fears they plan to advance on the government-controlled south of the country.,Western Africa,AFP,International,Armed clash,1,1561469184,2013
3477,Ansar Dine,,Tombouctou,Gourma-Rharous,Bambara Maoude,MUJAO: Movement for Unity and Jihad in West Africa,,Mali,5281543,2013-01-07,MLI453,453,Strategic developments,0,1,2,0,20,466,MLI,15.8521,Bambara-Maounde,-2.7860,Islamist groups have established a new base in Bambara-Maounde.,Western Africa,AFP,International,Headquarters or base established,1,1561469184,2013
3478,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Mopti,Mopti Commune,,,Mali,6247019,2013-01-07,MLI455,455,Battles,0,1,1,2,12,466,MLI,14.5297,Sevare,-4.0922,Military forces of Mali clashed with Ansar Dine in Sevare.,Western Africa,Agence Nouakchott d'Information,Regional,Armed clash,1,1572403693,2013
3479,Military Forces of Mali (2012-2013),Ansar Dine,Mopti,Douentza,Douentza Commune,,,Mali,6317550,2013-01-07,MLI454,454,Battles,0,2,1,2,12,466,MLI,14.9951,Douentza,-2.9517,"Military forces of Mali fired canons in Gnimignama village, Douentza, occupied by the Jihadists as Ansar Dine began a counter-movement.",Western Africa,Xinhua,International,Armed clash,1,1572403789,2013
3480,Ansar Dine,,Bamako,Bamako,Bamako,,,Mali,6705072,2013-01-03,MLI451,451,Strategic developments,0,1,2,0,20,466,MLI,12.6500,Bamako,-8.0000,"Non-violent activity: Ansar Dine have renounced their end to hostilities of December 21, 2012 and withdrawn their commitment to peace talks.",Western Africa,AFP,International,Other,1,1578503458,2013
3481,Protesters (Mali),,Bamako,Bamako,Bamako,Students (Mali),,Mali,6705136,2013-01-02,MLI450,450,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,Students in Bamako protested against the lengthy striking of their teachers.,Western Africa,Xinhua,International,Peaceful protest,1,1578503458,2013
3482,Protesters (Mali),Police Forces of Mali (2012-2013),Bamako,Bamako,Bamako,,,Mali,6705013,2012-12-31,MLI449,449,Protests,0,1,6,1,16,466,MLI,12.6500,Bamako,-8.0000,"Police forces of Mali prevented youths from protesting the occupation of Northern Mali in Bamako, fearing a risk of a militant attack.",Western Africa,AFP,International,Protest with intervention,1,1578503458,2012
3483,MUJAO: Movement for Unity and Jihad in West Africa,,Kidal,Kidal,Kidal,,,Mali,6306522,2012-12-29,MLI448,448,Strategic developments,0,2,2,0,20,466,MLI,18.4400,Kidal,1.4100,MUJAO gain the Northeastern region of Mali nearby the border with Algeria,Western Africa,RFI,International,Non-violent transfer of territory,1,1572403775,2012
3484,MUJAO: Movement for Unity and Jihad in West Africa,Civilians (Mali),Gao,Gao,Gao,,,Mali,5281536,2012-12-23,MLI447,447,Violence against civilians,2,2,2,7,27,466,MLI,16.2717,Gao,-0.0447,Mali Islamists Launch Fresh Attacks On Timbuktu Shrines,Western Africa,Magharebia,Regional,Attack,1,1561469184,2012
3485,Ansar Dine,,Tombouctou,Tombouctou,Tombouctou,,,Mali,5281535,2012-12-23,MLI446,446,Strategic developments,0,2,2,0,20,466,MLI,16.7705,Timbuktu,-3.0056,Property destruction: Mali Islamists Launch Fresh Attacks On Timbuktu Mausoleums,Western Africa,Magharebia,Regional,Looting/property destruction,1,1561469184,2012
3486,Protesters (Mali),,Bamako,Bamako,Bamako,,,Mali,6705015,2012-12-08,MLI443,443,Protests,0,2,6,0,60,466,MLI,12.6500,Bamako,-8.0000,"Some 1,000 Bamako residents marched on Saturday (December 8th) to demand international intervention to reclaim northern Mali. This was reported by AFP",Western Africa,Magharebia; AFP,Regional-International,Peaceful protest,1,1578503458,2012
3487,Ansar al-Sharia,,Gao,Gao,Gao,,,Mali,5281533,2012-12-08,MLI442,442,Strategic developments,0,2,3,0,30,466,MLI,16.2717,Gao,-0.0447,"Formation of armed group: Malian Islamists have created (December 9, 2012) their own ""Ansar al-Sharia"" in Gao",Western Africa,Magharebia,Regional,Change to group/activity,1,1561469184,2012
3488,Unidentified Armed Group (Mali),,Gao,Gao,Gao,,,Mali,5281532,2012-12-06,MLI441,441,Strategic developments,0,3,3,0,30,466,MLI,16.2717,Gao,-0.0447,Non-violent activity: Mokhtar Belmokhtar assembles suicide bomber brigade in Mali,Western Africa,Magharebia,Regional,Other,1,1561469184,2012
3489,Those Who Signed in Blood,,Bamako,Bamako,Bamako,,,Mali,6705145,2012-12-04,MLI439,439,Strategic developments,0,3,3,0,30,466,MLI,12.6500,Bamako,-8.0000,"Formation of armed group: The commander of ""Those Who Signed in Blood"" announces the establishment of the fighting brigade called Those Who Signed in Blood, made of the best of our young mujahidin",Western Africa,Al Jazeera; Middle East Political,Regional-International,Change to group/activity,1,1578503458,2012
3490,Military Forces of Mali (2012-2013),,Bamako,Bamako,Bamako,,,Mali,6705225,2012-12-01,MLI438,438,Strategic developments,0,3,1,0,10,466,MLI,12.6500,Bamako,-8.0000,Recruitment: Mali Recruits Youth for Azawad Intervention,Western Africa,Magharebia,Regional,Change to group/activity,1,1578503459,2012
3491,Ansar Dine,Civilians (Mali),Tombouctou,Tombouctou,Tombouctou,,,Mali,5281530,2012-11-29,MLI436,436,Violence against civilians,0,1,2,7,27,466,MLI,16.7705,Timbuktu,-3.0056,Militant Islamists in the north of Mali gave three unmarried couples 100 lashes of the whip each on Thursday in the town of Timbuktu,Western Africa,AFP,International,Attack,1,1561469184,2012
3492,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,Tombouctou,Niafunke,Lere,,,Mali,5281529,2012-11-28,MLI435,435,Battles,0,1,2,2,22,466,MLI,15.7118,Lere,-4.9118,Islamists in northern Mali say they have pushed the secular Tuareg rebels out of a northwestern town and into the desert without a fight and now control the main Mali towns bordering Mauritania and Niger,Western Africa,AP,International,Non-state actor overtakes territory,1,1561469184,2012
3493,Protesters (Mali),,Bamako,Bamako,Bamako,,,Mali,6705182,2012-11-24,MLI434,434,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,"Several thousand people have turned out for a rally in Malis capital, Bamako, to show support for ""the authentic Islam"" and to say no to religious extremism",Western Africa,AP,International,Peaceful protest,1,1578503459,2012
3494,Protesters (Mali),,Bamako,Bamako,Commune III,,,Mali,6704979,2012-11-22,MLI433,433,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,Protesters baricaded a road in Bamako to stop a car carrying the Prime Minister,Western Africa,Mali Press,National,Peaceful protest,1,1578503458,2012
3495,Ansar Dine,Civilians (Mali),Kidal,Kidal,Kidal,,,Mali,5281527,2012-11-20,MLI432,432,Violence against civilians,1,1,2,7,27,466,MLI,18.4400,Kidal,1.4100,"One person was killed and three more injured, including the leader of Ansar Dine, following the mishandling of a racket launcher by a Ansar Dine fighter",Western Africa,AFP,International,Attack,1,1561469184,2012
3496,Rioters (Mali),,Bamako,Bamako,Commune III,,,Mali,6705249,2012-11-19,MLI431,431,Riots,0,1,5,0,50,466,MLI,12.6500,Bamako,-8.0000,Youths protesting against a land dispute set fire to several vehicles,Western Africa,L'Independant (Mali),National,Violent demonstration,1,1578503459,2012
3497,Ansar Dine,MNLA: National Movement for the Liberation of Azawad,Gao,Menaka,Menaka,,,Mali,5281526,2012-11-19,MLI430,430,Battles,0,1,2,2,22,466,MLI,15.9182,Menaka,2.4022,The MUJAO drove MNLA forces from the town of Menaka,Western Africa,AFP,International,Non-state actor overtakes territory,1,1561469184,2012
3498,AQIM: Al Qaeda in the Islamic Maghreb,,Gao,Gao,Gao,,,Mali,5281524,2012-11-17,MLI429,429,Strategic developments,0,2,2,0,20,466,MLI,16.2717,Gao,-0.0447,"Movement of forces: Al-Qaedas North African branch has sent hundreds of fighters to reinforce its Islamist allies in the Gao region, after Tuareg rebels launched a failed offensive a day earlier",Western Africa,AFP,International,Change to group/activity,1,1561469184,2012
3499,Protesters (Mali),,Bamako,Bamako,Bamako,Police Forces of Mali (2012-2013),,Mali,6705037,2012-11-16,MLI427,427,Protests,0,1,6,0,60,466,MLI,12.6500,Bamako,-8.0000,Some 400 policemen marched to demand better working conditions,Western Africa,AFP,International,Peaceful protest,1,1578503458,2012
3500,MUJAO: Movement for Unity and Jihad in West Africa,MNLA: National Movement for the Liberation of Azawad,Gao,Gao,Gao,,,Mali,5281522,2012-11-16,MLI426,426,Battles,13,2,2,2,22,466,MLI,16.2717,Gao,-0.0447,"The MNLA launched an ""offensive"" to retake the key north-central region of Gao from the MUJAO.",Western Africa,AFP,International,Armed clash,1,1561469184,2012
3501,Military Forces of Mali (2012-2013),,Bamako,Bamako,Bamako,,,Mali,6705217,2012-11-12,MLI444,444,Strategic developments,0,2,1,0,10,466,MLI,12.6500,Bamako,-8.0000,"After his arrest by the army, the Malian Prime Minister resigns",Western Africa,Sidwaya; Think Africa Press,Other-New media,Other,1,1578503459,2012
3502,Protesters (Mali),Police Forces of Mali (2012-2013),Sikasso,Kadiolo,Fourou,,,Mali,5131609,2012-11-11,MLI424,424,Protests,2,1,6,1,16,466,MLI,10.7500,Syama Gold Mine,-6.1333,Police Forces opened fire on locals protesting against the violation of an agreement between local populations and a mining firm operating in the region killing 2 protesters and injuring 14.,Western Africa,Le Republicain (Mali),National,Excessive force against protesters,1,1555958740,2012
3503,MUJAO: Movement for Unity and Jihad in West Africa,,Mopti,Mopti,Mopti Commune,,,Mali,5729374,2012-11-08,MLI420,420,Strategic developments,0,2,2,0,20,466,MLI,14.4891,Mopti,-4.1928,The head of an armed Islamist battalion in northern Mali said Thursday he has defected and returned to his home country in neighbouring Niger,Western Africa,AFP,International,Change to group/activity,2,1567450516,2012
